ACS,Kills,Deaths,Assists,Difference,KAST,ADR,HS,FK,FD,Diff
164,49,52,12,-3,80%,112,25%,9,8,1
164,39,56,18,-17,63%,117,30%,6,8,-2
164,23,31,4,-8,70%,109,31%,7,6,1
164,31,34,18,-3,74%,104,21%,1,0,1
164,40,40,11,0,72%,115,34%,3,4,-1
164,20,28,3,-8,57%,111,22%,2,4,-2
165,25,34,10,-9,62%,98,20%,3,6,-3
165,34,45,16,-11,67%,108,25%,5,1,4
165,13,17,8,-4,71%,99,36%,0,2,-2
165,31,47,18,-16,68%,118,25%,4,7,-3
165,12,15,5,-3,67%,107,21%,4,1,3
166,8,9,6,-1,71%,121,26%,2,0,2
166,31,31,15,0,62%,104,33%,4,4,0
166,38,42,32,-4,84%,117,24%,2,1,1
166,25,34,11,-9,70%,109,38%,5,6,-1
167,28,37,12,-9,69%,113,35%,2,6,-4
167,25,42,10,-17,55%,112,31%,5,9,-4
167,29,35,10,-6,58%,123,19%,5,6,-1
167,30,35,8,-5,74%,105,24%,9,7,2
167,10,9,2,1,82%,115,26%,3,0,3
167,10,13,4,-3,65%,109,40%,0,0,0
167,10,15,3,-5,63%,107,27%,2,4,-2
167,11,18,5,-7,57%,115,40%,1,1,0
167,29,38,14,-9,62%,110,26%,4,4,0
167,21,35,4,-14,55%,107,18%,8,12,-4
168,20,35,4,-15,59%,111,31%,3,7,-4
168,51,54,16,-3,77%,104,36%,6,3,3
168,34,39,20,-5,74%,115,22%,4,6,-2
168,30,46,12,-16,62%,120,19%,8,7,1
168,31,38,13,-7,69%,106,20%,4,9,-5
168,46,49,18,-3,70%,125,20%,7,5,2
168,27,30,8,-3,56%,111,21%,2,3,-1
168,34,46,26,-12,69%,109,15%,5,8,-3
168,39,48,16,-9,69%,110,26%,2,7,-5
168,28,33,10,-5,64%,114,25%,0,3,-3
168,9,16,0,-7,44%,95,31%,3,5,-2
168,23,30,12,-7,64%,114,18%,3,2,1
169,23,36,22,-13,72%,121,22%,5,6,-1
169,29,33,10,-4,76%,115,28%,2,2,0
169,30,49,19,-19,55%,118,29%,3,6,-3
169,26,35,13,-9,70%,122,22%,5,5,0
169,24,31,5,-7,69%,116,16%,1,3,-2
169,21,31,24,-10,73%,116,18%,2,10,-8
169,29,38,11,-9,74%,119,25%,2,3,-1
169,19,27,12,-8,62%,102,23%,2,4,-2
169,40,51,12,-11,55%,120,15%,7,9,-2
169,39,42,12,-3,75%,112,29%,5,6,-1
169,33,43,6,-10,52%,131,46%,6,8,-2
169,23,21,13,2,79%,116,23%,1,1,0
170,37,43,11,-6,68%,112,25%,7,11,-4
170,20,30,5,-10,53%,114,12%,1,5,-4
170,28,34,14,-6,59%,107,26%,1,2,-1
170,30,38,18,-8,80%,119,25%,1,3,-2
170,10,12,1,-2,81%,117,29%,1,0,1
170,13,18,9,-5,68%,111,30%,1,4,-3
171,26,32,12,-6,67%,112,41%,1,4,-3
171,12,15,7,-3,65%,122,26%,1,1,0
171,24,35,5,-11,51%,111,24%,5,10,-5
171,35,46,24,-11,72%,115,22%,3,3,0
171,39,43,28,-4,68%,114,24%,2,3,-1
171,33,34,10,-1,69%,113,30%,4,2,2
172,23,24,17,-1,79%,129,19%,2,4,-2
172,31,35,12,-4,70%,113,24%,3,3,0
172,12,13,1,-1,61%,113,25%,2,1,1
172,18,29,5,-11,52%,114,18%,2,2,0
172,17,31,5,-14,49%,121,20%,3,5,-2
172,23,36,8,-13,60%,122,21%,8,13,-5
172,17,27,8,-10,60%,105,29%,0,4,-4
172,15,17,3,-2,77%,114,20%,2,2,0
172,9,7,8,2,93%,127,16%,1,0,1
173,25,31,2,-6,49%,118,23%,3,7,-4
173,28,34,16,-6,76%,108,29%,4,1,3
173,29,33,14,-4,67%,121,19%,5,8,-3
173,23,21,10,2,68%,107,18%,3,2,1
173,42,52,19,-10,61%,113,29%,6,7,-1
173,23,17,7,6,91%,125,33%,3,2,1
173,24,36,5,-12,60%,114,27%,3,9,-6
173,23,29,14,-6,73%,114,24%,0,1,-1
173,15,16,7,-1,64%,97,13%,4,1,3
173,12,15,6,-3,62%,110,19%,1,1,0
173,25,38,12,-13,66%,126,20%,2,10,-8
174,39,51,14,-12,67%,120,25%,4,2,2
174,20,31,5,-11,51%,120,28%,3,4,-1
174,30,39,6,-9,68%,132,30%,4,5,-1
174,42,49,17,-7,70%,116,29%,4,6,-2
174,38,45,12,-7,71%,123,38%,5,6,-1
174,17,16,4,1,75%,118,20%,1,2,-1
174,21,13,18,8,88%,122,22%,0,2,-2
174,28,38,6,-10,57%,119,26%,4,4,0
175,34,37,19,-3,67%,119,17%,5,8,-3
175,33,42,23,-9,65%,109,20%,4,2,2
175,37,41,12,-4,68%,115,31%,7,7,0
175,23,20,16,3,77%,127,36%,0,3,-3
175,45,46,13,-1,71%,117,38%,4,5,-1
175,33,37,20,-4,67%,113,21%,2,8,-6
175,41,51,21,-10,65%,113,21%,6,4,2
175,42,46,27,-4,71%,124,18%,2,4,-2
175,40,43,15,-3,67%,129,31%,3,5,-2
175,9,15,3,-6,38%,110,18%,2,1,1
175,14,13,7,1,76%,113,30%,1,0,1
176,31,38,6,-7,62%,106,27%,8,8,0
176,50,52,12,-2,73%,113,26%,8,9,-1
176,25,29,14,-4,73%,120,28%,5,3,2
176,42,50,26,-8,70%,112,25%,2,7,-5
176,14,17,7,-3,82%,126,11%,1,0,1
177,34,46,10,-12,55%,119,29%,10,11,-1
177,23,13,17,10,88%,113,31%,2,0,2
177,26,38,12,-12,57%,128,17%,3,2,1
177,38,35,14,3,71%,114,28%,8,5,3
177,39,37,18,2,66%,119,24%,4,3,1
177,10,16,2,-6,53%,118,31%,1,3,-2
177,10,6,13,4,88%,108,10%,0,1,-1
178,28,28,10,0,74%,112,32%,5,3,2
178,23,33,9,-10,64%,118,35%,3,1,2
178,20,26,10,-6,62%,117,32%,0,1,-1
178,34,43,33,-9,71%,130,21%,3,3,0
178,20,32,4,-12,57%,124,32%,4,5,-1
178,45,46,15,-1,75%,127,50%,2,3,-1
178,42,46,27,-4,71%,120,28%,4,6,-2
178,42,54,10,-12,54%,117,21%,10,10,0
178,37,46,19,-9,68%,124,25%,2,6,-4
178,14,16,13,-2,69%,135,35%,3,1,2
178,26,26,5,0,67%,123,17%,5,7,-2
178,25,30,10,-5,64%,113,37%,6,5,1
179,25,37,16,-12,72%,113,23%,0,3,-3
179,35,38,14,-3,72%,111,30%,1,3,-2
179,31,49,13,-18,59%,116,26%,6,8,-2
179,35,36,18,-1,76%,131,22%,1,4,-3
179,26,40,8,-14,62%,115,30%,9,14,-5
179,39,41,21,-2,78%,121,26%,2,7,-5
179,15,9,13,6,86%,106,17%,0,0,0
179,19,32,3,-13,55%,121,32%,6,3,3
179,29,30,17,-1,83%,115,16%,0,1,-1
179,24,28,7,-4,68%,117,21%,3,1,2
180,21,28,6,-7,57%,132,31%,1,1,0
180,25,33,11,-8,63%,117,30%,7,7,0
180,46,52,8,-6,68%,117,17%,11,11,0
180,49,44,26,5,80%,123,17%,6,2,4
180,45,50,15,-5,61%,124,18%,1,8,-7
180,28,34,9,-6,72%,125,29%,3,3,0
180,39,46,5,-7,67%,124,34%,10,11,-1
180,31,28,36,3,83%,119,18%,2,3,-1
180,22,11,17,11,90%,131,28%,2,1,1
180,12,19,9,-7,62%,121,22%,1,0,1
181,31,30,5,1,66%,124,36%,1,3,-2
181,40,53,20,-13,63%,127,22%,4,8,-4
181,27,35,12,-8,77%,137,19%,0,1,-1
181,41,44,10,-3,55%,127,25%,2,8,-6
181,25,25,18,0,74%,120,20%,0,1,-1
181,36,37,11,-1,59%,128,33%,2,4,-2
182,40,43,5,-3,66%,112,33%,5,3,2
182,26,32,8,-6,66%,118,26%,1,1,0
182,25,34,8,-9,63%,115,25%,2,2,0
183,22,20,18,2,86%,114,19%,4,2,2
183,36,41,15,-5,66%,121,20%,6,11,-5
183,29,31,9,-2,63%,119,26%,2,3,-1
183,36,47,9,-11,62%,120,28%,5,5,0
183,25,28,13,-3,79%,123,24%,2,1,1
183,44,55,11,-11,59%,124,28%,6,8,-2
183,7,14,5,-7,63%,138,33%,1,1,0
183,45,53,16,-8,70%,135,30%,7,8,-1
183,37,41,8,-4,58%,138,22%,2,6,-4
183,29,47,13,-18,60%,126,20%,7,12,-5
183,28,23,18,5,72%,120,27%,6,1,5
183,29,23,16,6,90%,117,21%,2,3,-1
184,41,38,12,3,78%,123,28%,4,3,1
184,36,29,18,7,82%,122,27%,4,3,1
184,26,34,6,-8,59%,128,38%,4,2,2
184,39,44,24,-5,70%,125,25%,6,5,1
184,28,35,11,-7,69%,124,18%,3,5,-2
184,18,29,6,-11,61%,122,25%,5,3,2
184,44,49,11,-5,64%,116,14%,7,3,4
184,26,30,3,-4,56%,111,10%,5,8,-3
184,36,39,18,-3,76%,128,19%,2,4,-2
184,13,5,1,8,81%,124,34%,1,1,0
184,17,16,5,1,81%,122,28%,1,1,0
184,11,16,1,-5,56%,101,14%,5,1,4
184,12,8,11,4,89%,122,26%,0,0,0
185,49,49,22,0,68%,120,26%,2,4,-2
185,39,43,12,-4,71%,136,37%,5,2,3
185,27,22,16,5,74%,104,29%,4,3,1
185,24,27,15,-3,88%,138,17%,5,2,3
185,29,31,9,-2,61%,118,26%,8,9,-1
185,39,32,25,7,72%,113,11%,4,2,2
185,14,13,6,1,77%,128,19%,0,2,-2
186,40,35,31,5,78%,123,29%,5,3,2
186,31,37,10,-6,66%,122,31%,2,4,-2
186,35,36,19,-1,82%,113,25%,4,3,1
186,30,32,11,-2,70%,130,18%,6,5,1
186,13,16,6,-3,55%,133,23%,2,2,0
186,38,34,7,4,65%,110,30%,11,14,-3
186,36,46,11,-10,61%,119,29%,14,10,4
186,22,30,11,-8,79%,137,25%,2,2,0
187,25,30,15,-5,68%,126,28%,3,4,-1
187,28,33,16,-5,72%,130,25%,1,3,-2
187,53,49,26,4,79%,112,23%,3,3,0
187,31,36,12,-5,73%,124,20%,10,11,-1
187,37,41,21,-4,71%,122,24%,5,2,3
187,33,41,17,-8,70%,127,21%,4,2,2
187,31,30,11,1,69%,122,46%,3,2,1
187,30,33,21,-3,72%,132,34%,1,7,-6
187,22,21,7,1,79%,123,27%,3,7,-4
187,13,13,5,0,74%,121,30%,2,0,2
187,32,39,8,-7,58%,127,27%,1,8,-7
187,13,19,7,-6,57%,127,29%,3,3,0
188,55,51,22,4,81%,125,24%,4,1,3
188,44,51,7,-7,55%,117,34%,8,15,-7
188,30,33,18,-3,88%,127,27%,2,1,1
188,11,16,2,-5,76%,109,16%,1,2,-1
188,24,15,7,9,85%,118,26%,5,1,4
188,29,28,12,1,57%,119,32%,2,2,0
188,24,25,5,-1,69%,129,23%,2,3,-1
188,27,20,8,7,65%,137,41%,1,4,-3
188,11,16,3,-5,50%,116,32%,0,5,-5
189,26,29,7,-3,61%,133,21%,4,5,-1
189,33,34,19,-1,78%,126,17%,4,5,-1
189,38,44,14,-6,61%,115,21%,3,6,-3
189,46,52,11,-6,67%,125,30%,5,4,1
189,14,16,1,-2,48%,112,40%,1,5,-4
189,32,29,21,3,74%,121,29%,4,2,2
189,19,29,5,-10,58%,119,32%,3,6,-3
189,43,53,19,-10,71%,127,20%,3,8,-5
189,17,15,3,2,64%,133,36%,2,0,2
189,9,9,4,0,81%,131,40%,2,0,2
189,10,15,4,-5,63%,118,17%,0,0,0
190,30,33,22,-3,83%,133,23%,5,2,3
190,43,44,29,-1,74%,133,27%,4,7,-3
190,14,8,2,6,82%,146,56%,1,1,0
190,16,19,8,-3,71%,118,36%,3,2,1
190,43,44,13,-1,75%,123,29%,6,4,2
190,31,39,9,-8,60%,129,16%,8,12,-4
190,24,23,22,1,83%,116,31%,2,1,1
190,26,16,7,10,90%,113,38%,2,4,-2
190,25,26,14,-1,80%,125,13%,4,4,0
190,39,34,11,5,63%,123,22%,2,5,-3
190,10,13,9,-3,72%,137,15%,1,4,-3
190,31,26,7,5,67%,126,34%,2,2,0
191,50,60,15,-10,64%,127,25%,8,16,-8
191,47,51,32,-4,71%,119,21%,1,5,-4
191,12,13,3,-1,65%,136,38%,0,1,-1
191,22,21,9,1,61%,124,29%,3,3,0
191,38,42,8,-4,69%,127,25%,2,4,-2
191,27,23,13,4,76%,124,23%,8,6,2
191,16,28,4,-12,53%,118,25%,4,5,-1
191,27,31,10,-4,73%,127,34%,1,1,0
192,11,11,10,0,78%,129,25%,0,1,-1
192,35,29,15,6,71%,127,22%,0,3,-3
192,26,28,17,-2,77%,125,30%,4,2,2
192,43,43,15,0,75%,121,37%,7,6,1
192,36,43,16,-7,60%,109,17%,7,8,-1
192,12,8,5,4,88%,117,20%,1,3,-2
193,30,23,6,7,73%,132,32%,5,3,2
193,46,42,25,4,79%,128,19%,4,4,0
193,52,58,27,-6,70%,132,29%,5,6,-1
193,36,37,34,-1,78%,122,26%,6,8,-2
193,42,50,29,-8,75%,124,33%,2,5,-3
193,35,36,29,-1,80%,134,21%,4,2,2
193,11,9,3,2,81%,116,45%,2,3,-1
193,24,28,10,-4,78%,124,24%,9,4,5
194,28,23,10,5,76%,129,31%,1,3,-2
194,29,33,16,-4,72%,123,24%,5,4,1
194,28,36,10,-8,60%,132,21%,3,8,-5
194,11,16,7,-5,63%,138,20%,1,2,-1
194,22,32,8,-10,62%,142,22%,1,2,-1
194,37,33,19,4,80%,129,38%,5,3,2
195,25,27,15,-2,70%,129,25%,2,2,0
195,32,35,8,-3,67%,133,21%,5,4,1
195,22,25,6,-3,65%,130,31%,0,2,-2
195,29,19,17,10,84%,133,42%,1,2,-1
195,50,57,32,-7,79%,134,22%,8,13,-5
195,44,42,22,2,75%,132,25%,6,4,2
195,28,35,8,-7,65%,120,13%,11,14,-3
195,48,48,17,0,68%,139,29%,3,8,-5
195,28,15,7,13,88%,124,39%,2,0,2
195,27,31,28,-4,75%,146,28%,2,2,0
195,32,29,15,3,72%,134,33%,6,5,1
195,47,41,17,6,67%,140,22%,4,2,2
195,14,11,10,3,78%,113,22%,2,1,1
195,14,16,2,-2,68%,107,12%,5,4,1
196,29,31,8,-2,59%,124,22%,3,4,-1
196,33,34,7,-1,71%,125,28%,4,6,-2
196,43,30,9,13,78%,122,29%,4,5,-1
196,14,16,4,-2,76%,126,19%,3,5,-2
196,29,29,5,0,61%,109,13%,6,5,1
196,37,38,23,-1,68%,131,28%,3,6,-3
196,13,9,9,4,78%,101,35%,2,1,1
197,43,34,28,9,80%,137,26%,4,2,2
197,15,14,6,1,59%,126,15%,1,4,-3
197,12,5,6,7,80%,117,35%,2,1,1
197,10,12,1,-2,53%,126,32%,2,5,-3
197,11,11,8,0,69%,125,30%,2,2,0
198,26,31,9,-5,66%,129,18%,8,8,0
198,30,32,17,-2,70%,124,21%,3,3,0
198,53,49,14,4,81%,132,14%,7,3,4
198,43,53,9,-10,63%,125,27%,15,14,1
198,32,29,16,3,80%,121,26%,4,3,1
198,20,22,2,-2,73%,130,29%,1,3,-2
199,50,42,26,8,74%,130,35%,3,6,-3
199,39,43,30,-4,77%,139,16%,3,3,0
199,49,42,15,7,75%,127,20%,5,2,3
199,29,34,7,-5,73%,130,41%,5,6,-1
199,25,29,8,-4,76%,130,32%,3,1,2
199,14,14,0,0,56%,126,22%,1,0,1
200,42,35,22,7,74%,129,28%,3,1,2
200,34,40,13,-6,64%,132,25%,2,4,-2
200,47,52,20,-5,69%,139,22%,6,11,-5
200,13,15,6,-2,74%,126,19%,1,2,-1
200,13,17,6,-4,58%,124,21%,1,2,-1
200,29,34,1,-5,55%,140,21%,5,3,2
200,22,31,8,-9,62%,137,22%,3,9,-6
200,31,36,7,-5,59%,143,30%,6,12,-6
200,28,19,11,9,79%,146,29%,0,5,-5
201,29,22,10,7,80%,136,24%,3,2,1
201,41,31,8,10,78%,140,24%,5,4,1
201,41,39,15,2,67%,129,31%,8,7,1
201,49,50,11,-1,72%,126,26%,6,7,-1
201,32,35,9,-3,70%,132,26%,3,1,2
201,34,41,9,-7,66%,132,25%,6,4,2
201,26,25,2,1,69%,118,17%,6,6,0
201,44,40,18,4,72%,128,31%,4,1,3
201,42,42,12,0,67%,140,27%,7,10,-3
202,49,54,12,-5,66%,134,24%,9,7,2
202,52,39,23,13,81%,141,31%,6,2,4
202,28,30,10,-2,63%,130,32%,1,2,-1
202,34,37,8,-3,57%,131,26%,6,4,2
202,24,34,9,-10,68%,141,22%,1,4,-3
203,43,51,10,-8,62%,134,40%,10,11,-1
203,28,15,2,13,74%,110,21%,8,5,3
203,30,21,7,9,79%,128,36%,10,2,8
203,34,36,8,-2,57%,132,28%,3,2,1
203,16,16,3,0,68%,128,24%,4,0,4
203,12,7,3,5,80%,146,30%,2,2,0
204,31,41,5,-10,63%,140,33%,4,5,-1
204,25,16,9,9,77%,109,23%,1,1,0
204,35,37,7,-2,59%,130,38%,5,2,3
204,36,38,8,-2,70%,136,25%,5,2,3
204,32,31,15,1,77%,130,13%,11,4,7
204,40,47,8,-7,55%,139,37%,3,8,-5
204,21,12,21,9,90%,150,19%,2,2,0
204,12,14,7,-2,68%,137,23%,3,3,0
204,38,43,16,-5,72%,135,27%,4,4,0
205,27,13,10,14,80%,131,23%,3,2,1
205,35,33,14,2,69%,135,14%,6,3,3
205,51,56,11,-5,70%,125,19%,11,7,4
205,41,37,12,4,66%,133,21%,3,4,-1
205,33,35,14,-2,77%,135,23%,5,9,-4
205,33,41,5,-8,55%,126,27%,11,13,-2
205,28,26,17,2,71%,154,24%,6,3,3
205,18,21,4,-3,69%,141,36%,5,4,1
205,30,28,7,2,76%,130,13%,7,8,-1
206,47,36,27,11,78%,130,34%,1,4,-3
206,35,32,6,3,70%,141,19%,1,0,1
206,26,30,4,-4,63%,122,33%,5,6,-1
206,15,11,3,4,79%,133,48%,2,2,0
206,43,39,28,4,75%,129,22%,3,5,-2
206,23,29,2,-6,67%,138,23%,6,7,-1
206,26,29,5,-3,61%,140,14%,3,6,-3
206,12,10,4,2,88%,131,27%,2,2,0
207,15,18,6,-3,68%,127,39%,2,3,-1
207,54,53,5,1,67%,129,44%,4,8,-4
207,23,31,6,-8,60%,132,23%,3,2,1
207,11,16,7,-5,62%,167,27%,1,2,-1
207,12,13,1,-1,65%,137,31%,0,0,0
207,36,28,17,8,82%,139,34%,5,1,4
208,31,25,4,6,78%,129,16%,8,6,2
208,31,26,7,5,69%,131,26%,4,6,-2
208,52,45,27,7,72%,140,28%,5,4,1
208,29,23,8,6,83%,139,33%,9,1,8
208,25,17,14,8,74%,142,17%,3,3,0
208,31,37,7,-6,68%,131,45%,5,7,-2
208,17,20,8,-3,74%,148,29%,1,2,-1
209,30,35,8,-5,64%,140,22%,3,9,-6
209,37,24,13,13,77%,126,28%,3,3,0
209,43,41,7,2,69%,136,31%,14,11,3
209,27,33,8,-6,59%,135,33%,4,8,-4
209,52,63,18,-11,62%,141,22%,11,18,-7
209,56,45,22,11,78%,146,27%,4,2,2
209,30,29,14,1,77%,136,34%,6,2,4
209,26,25,8,1,82%,144,33%,5,3,2
209,12,17,4,-5,78%,135,17%,1,1,0
210,31,25,13,6,68%,142,33%,3,4,-1
210,42,35,19,7,72%,151,32%,4,8,-4
210,27,32,14,-5,63%,135,30%,5,7,-2
210,40,35,10,5,74%,132,29%,6,2,4
211,30,28,8,2,66%,140,31%,6,2,4
211,43,47,11,-4,62%,143,27%,6,11,-5
211,27,37,7,-10,63%,133,21%,3,2,1
211,55,50,16,5,69%,139,25%,12,5,7
211,19,17,1,2,63%,130,31%,3,3,0
211,27,23,11,4,71%,137,39%,3,4,-1
211,26,31,8,-5,72%,143,37%,1,3,-2
211,16,14,1,2,56%,110,26%,2,2,0
211,31,40,20,-9,64%,137,19%,5,6,-1
211,40,39,25,1,69%,132,45%,6,3,3
212,35,39,9,-4,62%,145,29%,13,9,4
212,32,30,20,2,80%,149,33%,2,5,-3
212,29,31,10,-2,75%,137,36%,3,4,-1
212,61,60,17,1,68%,131,47%,13,1,12
212,45,42,17,3,68%,142,21%,10,7,3
212,47,44,11,3,73%,131,40%,4,10,-6
212,41,29,8,12,83%,137,34%,5,4,1
212,25,15,11,10,90%,155,24%,2,2,0
212,49,50,15,-1,74%,132,20%,10,6,4
213,32,24,1,8,73%,144,35%,3,4,-1
213,26,31,12,-5,69%,136,32%,6,2,4
213,30,37,15,-7,67%,153,32%,3,1,2
213,25,15,8,10,87%,138,22%,4,1,3
213,47,50,24,-3,72%,138,23%,6,5,1
213,35,26,5,9,80%,139,38%,1,1,0
213,36,40,28,-4,85%,145,29%,5,2,3
213,33,35,4,-2,56%,148,35%,2,7,-5
213,26,32,8,-6,57%,136,29%,1,5,-4
213,16,6,2,10,89%,144,17%,2,2,0
213,29,19,7,10,73%,123,18%,3,2,1
213,33,29,4,4,57%,123,16%,6,9,-3
213,28,28,14,0,76%,133,32%,5,4,1
214,25,23,7,2,71%,141,35%,5,2,3
214,49,48,17,1,70%,142,37%,8,5,3
214,11,14,3,-3,69%,141,24%,5,3,2
215,32,29,12,3,78%,129,31%,2,3,-1
215,36,28,11,8,79%,149,36%,7,8,-1
215,31,25,16,6,76%,138,27%,3,4,-1
215,19,18,7,1,67%,138,39%,3,3,0
215,33,34,9,-1,70%,147,21%,5,5,0
215,39,41,35,-2,76%,144,19%,8,5,3
215,37,44,12,-7,74%,138,39%,5,6,-1
215,51,49,14,2,65%,143,23%,8,14,-6
215,35,30,17,5,74%,138,26%,6,4,2
216,51,45,9,6,62%,133,13%,11,10,1
216,18,12,6,6,86%,143,35%,4,0,4
216,18,19,2,-1,63%,141,28%,3,2,1
216,46,40,20,6,73%,150,26%,7,6,1
216,55,49,19,6,64%,145,30%,13,7,6
216,43,46,18,-3,73%,153,24%,7,3,4
216,43,38,7,5,70%,135,32%,4,5,-1
217,56,56,28,0,79%,149,20%,3,1,2
217,50,50,9,0,67%,143,26%,16,12,4
217,48,46,23,2,74%,142,29%,8,5,3
217,37,32,10,5,70%,144,18%,6,3,3
217,27,16,8,11,87%,155,37%,0,2,-2
217,38,31,17,7,81%,153,37%,3,0,3
218,39,32,20,7,76%,139,21%,3,4,-1
218,47,48,11,-1,70%,153,21%,13,4,9
218,24,26,13,-2,64%,148,11%,3,4,-1
218,34,33,8,1,59%,134,27%,13,6,7
218,39,31,23,8,78%,124,17%,10,6,4
219,33,37,7,-4,73%,139,28%,7,8,-1
219,52,46,18,6,72%,135,19%,9,8,1
219,25,14,7,11,77%,137,21%,3,2,1
219,49,44,19,5,75%,151,32%,9,1,8
219,36,25,24,11,78%,142,21%,0,1,-1
219,52,37,9,15,76%,145,15%,9,10,-1
219,10,15,2,-5,56%,150,25%,0,1,-1
220,40,34,7,6,76%,157,26%,8,5,3
220,24,25,9,-1,69%,144,27%,9,5,4
220,53,55,19,-2,75%,143,22%,4,7,-3
220,25,34,7,-9,55%,156,34%,4,3,1
220,37,27,21,10,81%,146,22%,3,4,-1
220,36,32,15,4,70%,146,28%,3,4,-1
220,30,19,11,11,76%,133,22%,5,3,2
220,14,6,3,8,88%,146,24%,1,0,1
220,20,17,5,3,77%,155,17%,1,2,-1
221,51,37,13,14,77%,152,31%,6,7,-1
221,55,45,14,10,76%,145,28%,4,3,1
221,51,46,17,5,77%,142,31%,8,8,0
221,37,39,8,-2,68%,146,26%,7,6,1
221,43,33,7,10,69%,136,25%,3,6,-3
222,50,49,30,1,74%,144,17%,0,6,-6
222,54,48,17,6,70%,154,16%,7,6,1
222,26,20,9,6,79%,138,26%,1,4,-3
222,31,15,15,16,89%,152,39%,3,1,2
222,45,42,16,3,72%,133,19%,8,7,1
222,31,18,23,13,80%,143,22%,1,1,0
222,38,43,8,-5,61%,150,26%,7,7,0
223,32,32,8,0,73%,156,22%,7,4,3
223,47,50,10,-3,60%,153,17%,4,13,-9
223,53,47,15,6,76%,145,31%,10,11,-1
223,50,47,19,3,68%,147,23%,1,2,-1
223,33,26,15,7,86%,158,23%,5,2,3
223,35,32,4,3,61%,140,24%,11,6,5
223,20,17,9,3,77%,147,28%,2,3,-1
223,16,18,1,-2,62%,141,17%,4,5,-1
224,32,22,17,10,78%,151,49%,5,1,4
224,41,35,12,6,72%,141,29%,5,4,1
224,32,31,10,1,79%,139,32%,3,6,-3
224,15,6,3,9,88%,144,31%,1,1,0
225,44,40,13,4,69%,147,46%,3,1,2
225,35,28,29,7,79%,151,15%,3,3,0
225,12,14,7,-2,65%,136,28%,3,0,3
225,46,43,15,3,66%,154,40%,6,5,1
225,29,32,9,-3,76%,139,40%,3,1,2
225,31,23,22,8,79%,165,22%,3,2,1
226,38,39,14,-1,73%,151,33%,4,2,2
226,46,38,18,8,68%,166,24%,2,6,-4
226,28,18,12,10,80%,146,16%,2,2,0
226,32,30,14,2,68%,145,31%,2,2,0
226,58,41,15,17,78%,162,26%,6,7,-1
226,36,36,7,0,57%,146,13%,0,5,-5
226,27,20,3,7,75%,151,45%,6,0,6
226,41,28,13,13,84%,145,29%,8,2,6
226,13,7,8,6,88%,145,34%,2,0,2
226,18,17,7,1,78%,158,35%,2,3,-1
227,45,43,10,2,69%,154,29%,3,4,-1
227,30,35,2,-5,61%,141,21%,8,8,0
227,42,41,11,1,69%,149,25%,12,12,0
227,30,18,6,12,83%,168,31%,4,3,1
227,48,38,17,10,66%,143,28%,4,5,-1
227,44,27,10,17,71%,133,8%,9,9,0
227,50,40,14,10,75%,155,27%,6,8,-2
227,16,12,12,4,79%,132,20%,2,2,0
227,14,10,7,4,78%,162,28%,0,1,-1
227,13,8,8,5,94%,147,27%,1,2,-1
228,52,56,6,-4,55%,159,38%,11,12,-1
228,40,25,8,15,82%,154,23%,5,3,2
228,47,44,16,3,75%,138,29%,6,6,0
228,48,41,9,7,68%,152,18%,4,4,0
228,20,14,12,6,87%,137,35%,3,0,3
229,32,32,6,0,64%,141,21%,4,8,-4
229,40,31,8,9,71%,147,34%,8,5,3
229,52,51,11,1,68%,157,43%,9,13,-4
229,29,35,6,-6,59%,141,33%,3,4,-1
229,33,30,7,3,77%,148,21%,8,5,3
229,18,14,12,4,83%,150,43%,1,2,-1
229,53,44,16,9,70%,144,31%,10,5,5
229,46,40,18,6,70%,134,21%,5,4,1
229,18,12,6,6,73%,143,30%,2,1,1
229,35,23,9,12,89%,146,25%,5,0,5
230,37,29,4,8,77%,155,44%,8,4,4
230,34,28,11,6,63%,145,37%,3,4,-1
230,46,39,17,7,76%,155,31%,7,7,0
230,55,46,11,9,66%,147,27%,10,7,3
230,54,52,10,2,67%,153,30%,9,6,3
230,29,18,7,11,91%,154,32%,4,3,1
230,26,16,5,10,77%,150,25%,6,3,3
230,52,43,28,9,77%,141,13%,9,2,7
230,34,24,7,10,76%,149,28%,7,3,4
230,27,11,8,16,83%,156,18%,4,1,3
230,21,13,7,8,85%,160,29%,1,0,1
231,28,18,16,10,74%,154,20%,1,2,-1
231,33,36,9,-3,70%,149,25%,7,4,3
231,13,7,7,6,88%,159,23%,1,2,-1
232,59,51,8,8,64%,143,24%,5,8,-3
232,46,39,21,7,73%,160,33%,1,6,-5
232,44,37,7,7,74%,147,28%,12,7,5
233,56,55,7,1,67%,149,28%,9,13,-4
233,29,18,11,11,76%,148,21%,1,2,-1
233,39,32,31,7,77%,150,23%,3,1,2
233,23,28,11,-5,74%,153,25%,3,1,2
233,32,23,12,9,76%,154,32%,6,7,-1
234,42,37,15,5,70%,157,28%,14,11,3
234,32,31,8,1,62%,167,39%,3,2,1
234,31,29,7,2,71%,143,23%,2,1,1
234,37,29,4,8,68%,166,43%,6,3,3
234,37,35,12,2,74%,151,27%,14,8,6
235,44,50,14,-6,71%,149,28%,14,10,4
235,31,23,7,8,69%,163,16%,4,6,-2
235,34,38,13,-4,73%,149,22%,5,5,0
235,15,12,3,3,83%,151,24%,3,2,1
